"filename", "language", "Properties", "Python", "Markdown", "YAML", "C++", "C", "JavaScript", "CSS", "reStructuredText", "XML", "JSON", "GLSL", "toml", "HTML", "Ignore", "Lua", "CUDA C++", "Ini", "Batch", "PowerShell", "comment", "blank", "total"
"d:\Code\Y4S12Software\Lib\site-packages\pandas\plotting\_matplotlib\misc.py", "Python", 0, -381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, -87, -482
"d:\Code\Y4S12Software\Lib\site-packages\pandas\plotting\_matplotlib\style.py", "Python", 0, -220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -55, -279
"d:\Code\Y4S12Software\Lib\site-packages\pandas\plotting\_matplotlib\timeseries.py", "Python", 0, -256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -35, -80, -371
"d:\Code\Y4S12Software\Lib\site-packages\pandas\plotting\_matplotlib\tools.py", "Python", 0, -362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -35, -96, -493
"d:\Code\Y4S12Software\Lib\site-packages\pandas\plotting\_misc.py", "Python", 0, -571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -116, -689
"d:\Code\Y4S12Software\Lib\site-packages\pandas\pyproject.toml", "toml", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -760, 0, 0, 0, 0, 0, 0, 0, 0, -40, -800
"d:\Code\Y4S12Software\Lib\site-packages\pandas\testing.py", "Python", 0, -15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -19
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\api\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\api\test_api.py", "Python", 0, -323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, -43, -384
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\api\test_types.py", "Python", 0, -57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -63
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\apply\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\apply\common.py", "Python", 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -2, -8
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\apply\test_frame_apply.py", "Python", 0, -1245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -135, -354, -1734
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\apply\test_frame_apply_relabeling.py", "Python", 0, -87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -19, -114
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\apply\test_frame_transform.py", "Python", 0, -188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -19, -58, -265
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\apply\test_invalid_arg.py", "Python", 0, -263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -30, -69, -362
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\apply\test_numba.py", "Python", 0, -92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -25, -119
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\apply\test_series_apply.py", "Python", 0, -501, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -55, -146, -702
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\apply\test_series_apply_relabeling.py", "Python", 0, -27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -10, -40
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\apply\test_series_transform.py", "Python", 0, -62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -18, -85
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\apply\test_str.py", "Python", 0, -264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -26, -37, -327
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arithmetic\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arithmetic\common.py", "Python", 0, -124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -24, -156
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arithmetic\conftest.py", "Python", 0, -113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -25, -140
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arithmetic\test_array_ops.py", "Python", 0, -26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -11, -40
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arithmetic\test_categorical.py", "Python", 0, -19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -6, -26
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arithmetic\test_datetime64.py", "Python", 0, -1856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -209, -405, -2470
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arithmetic\test_interval.py", "Python", 0, -252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -44, -307
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arithmetic\test_numeric.py", "Python", 0, -1151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -142, -275, -1568
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arithmetic\test_object.py", "Python", 0, -306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -31, -84, -421
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arithmetic\test_period.py", "Python", 0, -1250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -116, -310, -1676
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arithmetic\test_timedelta64.py", "Python", 0, -1556, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -177, -441, -2174
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\boolean\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\boolean\test_arithmetic.py", "Python", 0, -102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -29, -140
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\boolean\test_astype.py", "Python", 0, -34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -16, -54
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\boolean\test_comparison.py", "Python", 0, -46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -14, -61
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\boolean\test_construction.py", "Python", 0, -234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -70, -326
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\boolean\test_function.py", "Python", 0, -93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -28, -127
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\boolean\test_indexing.py", "Python", 0, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -14
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\boolean\test_logical.py", "Python", 0, -198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -13, -44, -255
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\boolean\test_ops.py", "Python", 0, -20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -7, -28
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\boolean\test_reduction.py", "Python", 0, -48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -11, -63
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\boolean\test_repr.py", "Python", 0, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -14
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\categorical\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\categorical\test_algos.py", "Python", 0, -63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -25, -90
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\categorical\test_analytics.py", "Python", 0, -264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -29, -57, -350
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\categorical\test_api.py", "Python", 0, -372, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -49, -81, -502
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\categorical\test_astype.py", "Python", 0, -118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, -24, -156
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\categorical\test_constructors.py", "Python", 0, -568, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -68, -148, -784
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\categorical\test_dtypes.py", "Python", 0, -106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, -20, -140
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\categorical\test_indexing.py", "Python", 0, -299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -26, -64, -389
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\categorical\test_map.py", "Python", 0, -123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -26, -155
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\categorical\test_missing.py", "Python", 0, -164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, -36, -217
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\categorical\test_operators.py", "Python", 0, -305, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -37, -73, -415
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\categorical\test_replace.py", "Python", 0, -86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -15, -112
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\categorical\test_repr.py", "Python", 0, -428, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -118, -551
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\categorical\test_sorting.py", "Python", 0, -98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -26, -129
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\categorical\test_subclass.py", "Python", 0, -20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -27
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\categorical\test_take.py", "Python", 0, -66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -17, -90
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\categorical\test_warnings.py", "Python", 0, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -6, -20
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\datetimes\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\datetimes\test_constructors.py", "Python", 0, -216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -59, -285
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\datetimes\test_cumulative.py", "Python", 0, -37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -6, -45
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\datetimes\test_reductions.py", "Python", 0, -137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -42, -184
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\floating\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\floating\conftest.py", "Python", 0, -38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -49
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\floating\test_arithmetic.py", "Python", 0, -182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -15, -48, -245
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\floating\test_astype.py", "Python", 0, -84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -34, -129
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\floating\test_comparison.py", "Python", 0, -44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -15, -66
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\floating\test_concat.py", "Python", 0, -17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -21
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\floating\test_construction.py", "Python", 0, -144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -13, -48, -205
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\floating\test_contains.py", "Python", 0, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -5, -13
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\floating\test_function.py", "Python", 0, -149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -40, -195
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\floating\test_repr.py", "Python", 0, -34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -13, -48
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\floating\test_to_numpy.py", "Python", 0, -93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -34, -133
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\integer\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\integer\conftest.py", "Python", 0, -56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -13, -69
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\integer\test_arithmetic.py", "Python", 0, -267, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -31, -87, -385
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\integer\test_comparison.py", "Python", 0, -25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -10, -40
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\integer\test_concat.py", "Python", 0, -54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -10, -70
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\integer\test_construction.py", "Python", 0, -180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -15, -51, -246
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\integer\test_dtypes.py", "Python", 0, -202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -21, -72, -295
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\integer\test_function.py", "Python", 0, -149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -44, -204
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\integer\test_indexing.py", "Python", 0, -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -6, -20
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\integer\test_reduction.py", "Python", 0, -111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -13, -126
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\integer\test_repr.py", "Python", 0, -54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -13, -68
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\interval\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\interval\test_astype.py", "Python", 0, -21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -7, -29
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\interval\test_formats.py", "Python", 0, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -3, -14
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\interval\test_interval.py", "Python", 0, -183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -38, -232
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\interval\test_interval_pyarrow.py", "Python", 0, -112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -40, -161
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\interval\test_overlaps.py", "Python", 0, -77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -15, -94
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\masked\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\masked\test_arithmetic.py", "Python", 0, -168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -19, -62, -249
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\masked\test_arrow_compat.py", "Python", 0, -151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -15, -44, -210
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\masked\test_function.py", "Python", 0, -54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -17, -75
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\masked\test_indexing.py", "Python", 0, -40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -14, -61
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\masked_shared.py", "Python", 0, -97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, -38, -155
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\numpy_\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\numpy_\test_indexing.py", "Python", 0, -31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -42
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\numpy_\test_numpy.py", "Python", 0, -211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -23, -91, -325
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\period\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\period\test_arrow_compat.py", "Python", 0, -91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -36, -131
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\period\test_astype.py", "Python", 0, -44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -18, -68
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\period\test_constructors.py", "Python", 0, -116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -37, -157
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\period\test_reductions.py", "Python", 0, -33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -43
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\sparse\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\sparse\test_accessor.py", "Python", 0, -210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -41, -254
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\sparse\test_arithmetics.py", "Python", 0, -373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -23, -119, -515
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\sparse\test_array.py", "Python", 0, -357, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -29, -95, -481
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\sparse\test_astype.py", "Python", 0, -107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -20, -134
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\sparse\test_combine_concat.py", "Python", 0, -42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -11, -63
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\sparse\test_constructors.py", "Python", 0, -217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -13, -56, -286
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\sparse\test_dtype.py", "Python", 0, -181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -42, -225
"d:\Code\Y4S12Software\Lib\site-packages\pandas\tests\arrays\sparse\test_indexing.py", "Python", 0, -221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -16, -66, -303
